200,697	407,5
200,927	265,5
201,158	42,5
201,388	540,5
201,618	997,83
201,849	1469,83
202,079	1456,5
202,309	1551,5
202,539	1501,5
202,77	1561,17
203	1539,17
203,23	1568,5
203,46	1560,83
203,691	1552,5
203,921	1557,83
204,151	1529,83
204,381	1554,5
204,611	1531,83
204,841	1514,5
205,071	1504,17
205,302	1549,5
205,532	2259,83
205,762	2229,83
205,992	2091,83
206,222	1439,5
206,452	1417,83
206,682	1540,83
206,912	1573,5
207,142	1624,5
207,372	1593,83
207,602	1532,83
207,832	1540,17
208,062	1608,83
208,292	1571,17
208,522	1560,5
208,752	1466,83
208,982	1571,83
209,212	1552,83
209,442	1585,17
209,672	1521,5
209,902	1650,5
210,131	1644,83
210,361	1663,17
210,591	1542,5
210,821	1603,17
211,051	1608,5
211,281	1613,83
211,51	1601,17
211,74	1556,83
211,97	1567,5
212,2	1620,83
212,429	1668,83
212,659	1687,5
212,889	1581,83
213,119	1534,83
213,348	1550,5
213,578	1624,17
213,808	1701,5
214,037	1688,83
214,267	1665,83
214,497	1654,17
214,726	1655,17
214,956	1617,17
215,186	1581,5
215,415	1577,83
215,645	1684,17
215,874	1664,83
216,104	1651,17
216,333	1576,5
216,563	1586,5
216,792	1616,17
217,022	1620,5
217,251	1602,5
217,481	1577,5
217,71	1557,83
217,94	1613,5
218,169	1633,17
218,399	1613,17
218,628	1619,5
218,858	1611,83
219,087	1654,83
219,316	1703,5
219,546	1682,83
219,775	1725,83
220,004	1644,5
220,234	1644,17
220,463	1537,5
220,692	1552,5
220,922	1594,17
221,151	1617,83
221,38	1743,5
221,61	1779,17
221,839	1817,17
222,068	1745,5
222,297	1710,17
222,526	1736,5
222,756	1722,5
222,985	1688,17
223,214	1671,17
223,443	1796,5
223,672	1769,17
223,902	1807,83
224,131	1716,17
224,36	1709,17
224,589	1648,83
224,818	1606,83
225,047	1595,5
225,276	1720,83
225,505	1704,5
225,734	1744,83
225,963	1631,5
226,192	1613,5
226,421	1633,83
226,65	1667,83
226,879	1713,83
227,108	1745,83
227,337	1789,83
227,566	1768,5
227,795	1717,5
228,024	1656,17
228,253	1648,17
228,482	1681,17
228,711	1646,17
228,94	1581,17
229,168	1565,17
229,397	1626,5
229,626	1685,83
229,855	1673,5
230,084	1664,83
230,313	1721,5
230,541	1744,83
230,77	1698,5
230,999	1757,83
231,228	1782,5
